Product URL,Descriptions,tags
https://instagram.fudr2-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/c0.145.1440.1440a/s640x640/122598670_655268648340594_6807826787914299629_n.jpg?_nc_ht=instagram.fudr2-1.fna.fbcdn.net&_nc_cat=106&_nc_ohc=15CksqVF2poAX8iJShY&oh=f0a391ce0ec6375861b8676595ff0bac&oe=5FC4210F,"Photo by Aadhiya on October 27, 2020. Image may contain: 2 people, closeup.",Dress/Top
https://instagram.fudr2-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/c0.121.1440.1440a/s640x640/122654886_664864987731203_3636150683145039134_n.jpg?_nc_ht=instagram.fudr2-1.fna.fbcdn.net&_nc_cat=111&_nc_ohc=k5e3P9zxNJcAX9laB9U&oh=f2953675b5eb947d3fd667c318e20cfd&oe=5FC2BDC5,"Photo by WARDROBE-B on October 27, 2020. Image may contain: 1 person, standing and outdoor.",Body Dress
https://instagram.fudr2-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/c0.179.1440.1440a/s640x640/122825364_3532040723531277_2419249765191406169_n.jpg?_nc_ht=instagram.fudr2-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=vmDbd_eVNF8AX-xOcXu&oh=38df0055f6172d611658491857961a8a&oe=5FC233FA,"Photo shared by ☆ 𝙷𝙴𝙼𝚄 ☆ on October 27, 2020 tagging @cristiano, @mileycyrus, @hasnaink07, @jannatzubair29, @riyaz.14, @mr_faisu_07, @anikhasurendran, @atharv_raut_photography, @world_of_editing, @i_am_the_doctor_46, @atharv_raut_, @_anjali__anu_, @pranav_.pg, @_teja_rockzz_, @__.sparky_babe.__, @praneetha_chowdary29, @vicky___vinod_, @_.lakshmanlucky._, @__p.r.e.c.i.o.u.s_l.i.l.y__, and @_.hemu_._. Image may contain: 1 person, standing, mountain, outdoor and nature.",Body Dress
https://instagram.fudr2-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/c0.90.720.720a/s640x640/122808456_827830317775582_4269135454234588886_n.jpg?_nc_ht=instagram.fudr2-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=4D7ozFtwmT0AX9Z7ofa&oh=eaf1974f868e7c6183e9b14c639306de&oe=5FC1FC57,"a",Dress/Top
https://instagram.fudr2-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/c0.132.1059.1059a/s640x640/122889874_412684863459509_226627920478786998_n.jpg?_nc_ht=instagram.fudr2-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=WFkGKWnoE7IAX-9rwxC&oh=895f62ba1881ec99dae7ffdc567340da&oe=5FC37CE8,"Photo by Letícia Engles in Araras with @_ladiesfitness_. Image may contain: 1 person, standing, shoes and outdoor.",Body Dress
https://instagram.fudr2-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/c0.180.1440.1440a/s640x640/122717265_804574563443688_8474816910673432678_n.jpg?_nc_ht=instagram.fudr2-1.fna.fbcdn.net&_nc_cat=100&_nc_ohc=U65Jk63I0McAX9_YeBm&oh=2ea9b8627dc05d351a2df1ae04fbad2a&oe=5FC3FA03,"Photo shared by JÉSSICA MONTEIRO on October 27, 2020 tagging @belaclothingoficial. Image may contain: 2 people, people standing and shoes, text that says 'B'.",Dress/Top
https://instagram.fudr2-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/s640x640/122995091_709457672997628_5187162049288940515_n.jpg?_nc_ht=instagram.fudr2-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=8tLK9fl-cOYAX-TIMKO&_nc_tp=24&oh=b26057438f0009c429d6955ea5030c5b&oe=5FC21587,"Photo by Boho atelie on October 27, 2020. Image may contain: 1 person, standing.",Dress/Top
https://instagram.fudr2-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/c0.180.1440.1440a/s640x640/122873723_3413655832021885_5303484342513884041_n.jpg?_nc_ht=instagram.fudr2-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=mMwoEdXA5gQAX91tvuZ&oh=8e8f6697b2b9a93ec6d7f6ffcfb830dd&oe=5FC262A0,"Photo by W I N✨ on October 27, 2020. Image may contain: 1 person.",Dress
https://instagram.fudr2-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/c0.179.1440.1440a/s640x640/122743795_140636451100329_5305240042157209549_n.jpg?_nc_ht=instagram.fudr2-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=5prlF6eMiDoAX8Rqt-T&oh=b29ae4e26c2f876ea1ff29f4ee6d0d42&oe=5FC2C00B,"Photo shared by Nadia Zadoynov on October 27, 2020 tagging @madwell, @vicidolls, @shop.llacie, and @highhillranch_applehill. Image may contain: 1 person, sitting, tree, hat, outdoor and nature.",Shoes
https://instagram.fudr2-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/c0.44.1440.1440a/s640x640/122688809_360228551756775_8400453794042992952_n.jpg?_nc_ht=instagram.fudr2-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=2JCqGXKYbt4AX_tYRQ1&oh=3d095315b9424d742a3a0bc3ce111238&oe=5FC384EF,"Photo shared by PAULINA on October 27, 2020 tagging @hairstudioro, and @th.beautylab. Image may contain: 1 person, indoor.",Body Dress
https://instagram.fudr2-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/c0.135.1080.1080a/s640x640/123012980_1306435976364436_4068956205903484294_n.jpg?_nc_ht=instagram.fudr2-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=LY7BkTwoQ_oAX-BEFIQ&oh=31246fa5dbf5533f4f1570e8357666f8&oe=5FC1FB24,"Photo by 🌷Shaislyn Sandoval S. in República Dominicana with @shaisleestoree. Image may contain: 1 person, standing and outdoor.",Body Dress
https://instagram.fudr2-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/s640x640/122903220_359888818759721_310243880038745987_n.jpg?_nc_ht=instagram.fudr2-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=t27ipFbfK6cAX_KsF3_&_nc_tp=24&oh=de86fce2a6723935a36e3ab4eb8a663b&oe=5FC287BE,"Photo shared by Nati Short | achados_rj on October 27, 2020 tagging @valeriadaflonstore, and @patioalcantara. Image may contain: 1 person, shoes.",Dress/Top
https://instagram.fudr2-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/s640x640/123030875_354363502558541_324742004365096618_n.jpg?_nc_ht=instagram.fudr2-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=HdWs70uDn-wAX8-gk73&_nc_tp=24&oh=b96d614ca12fdf79615bf941d361e968&oe=5FC29547,"Photo by Boho atelie on October 27, 2020. Image may contain: 1 person, standing.",Body Dress
https://instagram.fudr2-1.fna.fbcdn.net/v/t51.2885-15/e35/122695431_416885342646899_605340892213637667_n.jpg?_nc_ht=instagram.fudr2-1.fna.fbcdn.net&_nc_cat=111&_nc_ohc=JYyxFTPapUkAX-p98Tf&tp=18&oh=1d3637f8f726d81360b0f3cc79b374b9&oe=5FC4049F,"Photo by Salooni Hota in India with @instagram, @love, @popxodaily, @plixxo, @_khushhh.__, @popxofashion, @indian_fashion_bloggers, @thebnbmag, and @bobbibrownindia.",Dress/Top
https://instagram.fudr2-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/c0.150.1200.1200a/s640x640/122919474_110378324200628_4173138883961611949_n.jpg?_nc_ht=instagram.fudr2-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=E5QyaET6nPYAX8laXwu&oh=84961c9c73a4f5a19dce730109c9d930&oe=5FC34E81,"Photo by Khush.badgal on October 27, 2020. Image may contain: 1 person.",T-shirt/top
https://instagram.fudr2-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/s640x640/122620941_976150606129854_7630971154983309884_n.jpg?_nc_ht=instagram.fudr2-1.fna.fbcdn.net&_nc_cat=106&_nc_ohc=LqZn6-31dcMAX_kOEqK&_nc_tp=24&oh=3146d5293a2abf32c5481e8564a40cc7&oe=5FC0982C,"Photo by joyce ann on October 27, 2020. Image may contain: 1 person, closeup.",Dress
https://instagram.fudr2-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/c43.0.994.994a/s640x640/122768897_629194867964393_5148236689776070696_n.jpg?_nc_ht=instagram.fudr2-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=dMOjwSjy1u8AX9lkYPR&oh=4c0c656a46f49c6459e59a1000ed0552&oe=5FC159D4,"Photo by YouStella Influencer Scout on October 27, 2020. Image may contain: one or more people, people standing, shoes and outdoor.",Dress/Top
https://instagram.fudr2-1.fna.fbcdn.net/v/t51.2885-15/e35/c110.0.562.562a/122897585_1778636362290553_7141369702491262556_n.jpg?_nc_ht=instagram.fudr2-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=768_nGVazpAAX8Uj1BF&oh=0ee6910be683664498ac226c7d741bd1&oe=5FC265B2,"Photo by Fashion Wanita on October 27, 2020. Image may contain: text that says 'RE LIKE HINGS'.",Dress
https://instagram.fudr2-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/s640x640/121817892_266711878100750_4679878108634949334_n.jpg?_nc_ht=instagram.fudr2-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=57JxWQa8LoEAX87czEc&_nc_tp=24&oh=41710a084ade262db8379bb8453c2622&oe=5FC31568,"Photo by || 𝕾@𝖈𝖍𝖎𝖓 𝕹𝖊𝖙𝖍𝖒𝖎𝖓𝖆 || in Wilpita, Sri Lanka with @rangeroverofficial, @richkidssrilanka, and @sri_lankan_supercars. Image may contain: 1 person, standing, tree, car, outdoor and nature.",Body Dress
https://instagram.fudr2-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/c0.96.768.768a/s640x640/122783392_1035051540274552_7708282046941572767_n.jpg?_nc_ht=instagram.fudr2-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=UL7nQX3wXEMAX9I0ScX&oh=444b615a36797e48e4f75687aeb2e0bc&oe=5FC3A95C,"Photo by Chetan Patil on October 27, 2020.",Dress/Top
https://instagram.fudr2-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/c0.135.1080.1080a/s640x640/122909348_2814476585457261_529494468412124018_n.jpg?_nc_ht=instagram.fudr2-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=ZS7h9ksxX0QAX_aWCei&oh=eae9e7d5671a6d10842ae11bdf74da58&oe=5FC3E064,"Photo by Classy World on October 27, 2020. Image may contain: 1 person.",Ankle boot
https://instagram.fudr2-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/c0.160.1280.1280a/s640x640/123038339_363146861430575_6249622239446141669_n.jpg?_nc_ht=instagram.fudr2-1.fna.fbcdn.net&_nc_cat=111&_nc_ohc=gFGMORstH6kAX99qOM0&oh=4bf10015bbc83be29c9220dd87c65419&oe=5FC21F95,"Photo shared by rita🍒 on October 27, 2020 tagging @forloveandlemons. Image may contain: one or more people.",Dress
https://instagram.fudr2-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/c90.0.1259.1259a/s640x640/123178814_147516303723152_3411406541798815594_n.jpg?_nc_ht=instagram.fudr2-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=aMMEP1EgAA8AX8G-fJq&oh=237d866cce03be7804ca668fdf76775c&oe=5FC36C4F,"Photo by La Tutti Ropa Vintage in Santiago, Chile. Image may contain: text that says 'Chaqueta talla 34 34Cos xs 34'.",Shirt
https://instagram.fudr2-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/s640x640/122779230_919518571915358_8697634477097942397_n.jpg?_nc_ht=instagram.fudr2-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=mPC78oPXG9sAX8GBl_l&_nc_tp=24&oh=eab0bbe5bc7492486f94c2b835525a76&oe=5FC16E7A,"Photo shared by 👤    shafeel zehen     👤 on October 27, 2020 tagging @__black.hopzz.__. Image may contain: 1 person, sitting and shoes.",Shoes
https://instagram.fudr2-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/c0.1.1079.1079a/s640x640/122712338_2876555252579020_5946083323927649737_n.jpg?_nc_ht=instagram.fudr2-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=I_-yboSTKK4AX_k8VU1&oh=3379a1a7a960c3fa458ab6d4523112ff&oe=5FC1780F,"Photo by Jœdhpür fæßhîôñ in Royal Jodhpur. Image may contain: 1 person, standing.",Dress/Top
https://instagram.fudr2-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/s640x640/123033750_376030220419320_6124603705707400071_n.jpg?_nc_ht=instagram.fudr2-1.fna.fbcdn.net&_nc_cat=100&_nc_ohc=ovq1k6r36mwAX-p6pD6&_nc_tp=24&oh=b589ddc92b4388c7a04302b9e75b72eb&oe=5FC0EBAD,"Photo by 𝗔𝗨𝗧𝗛𝗘𝗡𝗧𝗜𝗖 𝗧𝗨𝗥𝗞𝗘𝗬 • 𝗬𝗘𝗠𝗘𝗡 • 𝗨𝗔𝗘 on October 27, 2020. Image may contain: one or more people and people standing.",Dress/Top
https://instagram.fudr2-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/s640x640/122736213_693523644917174_1002108748397908664_n.jpg?_nc_ht=instagram.fudr2-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=8pF_mb2IzeAAX_OIBMt&_nc_tp=24&oh=24fca2a3cf67b7b5471230839ad2aa56&oe=5FC0A797,"Photo by Handsel Monday on October 27, 2020. Image may contain: 1 person, standing and outdoor, text that says 'Complements any Style Cozy Warm-to-wear Handsel Monday's versatile plaid shawl can carry you through cold nights or chilly seasons, making it perfect addition to your winter clothing collection.'.",Dress
https://instagram.fudr2-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/s640x640/122816575_1544036882465402_6043951195312310428_n.jpg?_nc_ht=instagram.fudr2-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=2_RJLTPoDxIAX88T6yq&_nc_tp=24&oh=668f39b96a40b882fc4f10ee347b41e9&oe=5FC2B45F,"Photo by YouStella Influencer Scout on October 27, 2020. Image may contain: one or more people and outdoor.",Shoes
https://instagram.fudr2-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/c0.160.1280.1280a/s640x640/122887563_716797405860337_8900795623650984047_n.jpg?_nc_ht=instagram.fudr2-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=QzhMn0wLX58AX_ttaNP&oh=402993b7d781c22188058e6182844a54&oe=5FC3F513,"Photo shared by Bodybuildingegg on October 27, 2020 tagging @toby_richa. Image may contain: one or more people and people sitting.",Dress
https://instagram.fudr2-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/c0.180.1440.1440a/s640x640/122401690_1009367016243850_5936542398241338531_n.jpg?_nc_ht=instagram.fudr2-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=YFBwQ2PrD34AX8Eeeuj&oh=58c2192974058e2f28bf503303299143&oe=5FC3FD8A,"Photo shared by Richman🇮🇷 on October 27, 2020 tagging @richman_wear. Image may contain: shoes.",Body Dress
